timestamp,agent_id,reward,loss,epsilon,rolling_reward,rolling_loss
2025-10-19 13:05:33.000000,ward_0,6.304176516942475,0.1,1.0,,
2025-10-19 13:05:33.065934,ward_1,6.304176516942475,0.09990004998333751,0.995,,
2025-10-19 13:05:33.131868,ward_2,6.304176516942475,0.09980019986673332,0.990025,,
2025-10-19 13:05:33.197802,ward_0,6.304176516942475,0.0997004495503373,0.985074875,,
2025-10-19 13:05:33.263736,ward_1,6.304176516942475,0.09960079893439916,0.980149500625,,
2025-10-19 13:05:33.329670,ward_2,6.304176516942475,0.09950124791926823,0.975248753121875,,
2025-10-19 13:05:33.395604,ward_0,6.304176516942475,0.09940179640539354,0.9703725093562656,,
2025-10-19 13:05:33.461538,ward_1,6.304176516942475,0.09930244429332352,0.9655206468094842,,
2025-10-19 13:05:33.527473,ward_2,6.304176516942475,0.09920319148370607,0.9606930435754368,,
2025-10-19 13:05:33.593407,ward_0,6.304176516942475,0.09910403787728837,0.9558895783575596,,
2025-10-19 13:05:33.659341,ward_1,6.304176516942475,0.09900498337491681,0.9511101304657719,,
2025-10-19 13:05:33.725275,ward_2,6.304176516942475,0.09890602787753688,0.946354579813443,,
2025-10-19 13:05:33.791209,ward_0,6.304176516942475,0.09880717128619305,0.9416228069143757,,
2025-10-19 13:05:33.857143,ward_1,6.304176516942475,0.09870841350202876,0.9369146928798039,,
2025-10-19 13:05:33.923077,ward_2,6.304176516942475,0.0986097544262862,0.9322301194154049,,
2025-10-19 13:05:33.989011,ward_0,6.304176516942475,0.09851119396030628,0.9275689688183278,,
2025-10-19 13:05:34.054945,ward_1,6.304176516942475,0.09841273200552852,0.9229311239742362,,
2025-10-19 13:05:34.120879,ward_2,6.304176516942475,0.09831436846349097,0.918316468354365,,
2025-10-19 13:05:34.186813,ward_0,6.304176516942475,0.09821610323583008,0.9137248860125932,,
2025-10-19 13:05:34.252747,ward_1,6.304176516942475,0.09811793622428061,0.9091562615825302,,
2025-10-19 13:05:34.318681,ward_2,6.304176516942475,0.09801986733067553,0.9046104802746175,,
2025-10-19 13:05:34.384615,ward_0,6.304176516942475,0.09792189645694596,0.9000874278732445,,
2025-10-19 13:05:34.450549,ward_1,6.304176516942475,0.09782402350512101,0.8955869907338783,,
2025-10-19 13:05:34.516484,ward_2,6.304176516942475,0.09772624837732771,0.8911090557802088,,
2025-10-19 13:05:34.582418,ward_0,6.304176516942475,0.09762857097579093,0.8866535105013078,,
2025-10-19 13:05:34.648352,ward_1,6.304176516942475,0.09753099120283326,0.8822202429488012,,
2025-10-19 13:05:34.714286,ward_2,6.304176516942475,0.09743350896087494,0.8778091417340572,,
2025-10-19 13:05:34.780220,ward_0,6.304176516942475,0.09733612415243369,0.873420096025387,,
2025-10-19 13:05:34.846154,ward_1,6.304176516942475,0.09723883668012469,0.86905299554526,,
2025-10-19 13:05:34.912088,ward_2,6.304176516942475,0.09714164644666048,0.8647077305675337,,
2025-10-19 13:05:34.978022,ward_0,6.304176516942475,0.09704455335485082,0.8603841919146961,,
2025-10-19 13:05:35.043956,ward_1,6.304176516942475,0.0969475573076026,0.8560822709551226,,
2025-10-19 13:05:35.109890,ward_2,6.304176516942475,0.09685065820791977,0.8518018596003469,,
2025-10-19 13:05:35.175824,ward_0,6.304176516942475,0.0967538559589032,0.8475428503023452,,
2025-10-19 13:05:35.241758,ward_1,6.304176516942475,0.09665715046375067,0.8433051360508335,,
2025-10-19 13:05:35.307692,ward_2,6.304176516942475,0.09656054162575665,0.8390886103705792,,
2025-10-19 13:05:35.373626,ward_0,6.304176516942475,0.09646402934831232,0.8348931673187264,,
2025-10-19 13:05:35.439560,ward_1,6.304176516942475,0.09636761353490536,0.8307187014821328,,
2025-10-19 13:05:35.505495,ward_2,6.304176516942475,0.09627129408911995,0.826565107974722,,
2025-10-19 13:05:35.571429,ward_0,6.304176516942475,0.09617507091463667,0.8224322824348484,,
2025-10-19 13:05:35.637363,ward_1,6.304176516942475,0.09607894391523232,0.8183201210226743,,
